rank,sales,zip,lat,lon,city,state
465,11327.6,20746,38.839663,-76.91478,Suitland,MD
466,11315.34,66762,37.408511,-94.70414,Pittsburg,KS
467,11314.598,80538,40.435645,-105.08726,Loveland,CO
468,11299.39,60098,42.316121,-88.43884,Woodstock,IL
469,11246.0385,74006,36.733398,-95.92404,Bartlesville,OK
470,11245.201,11554,40.7143,-73.55527,East Meadow,NY
471,11242.9165,55016,44.830966,-92.93739,Cottage Grove,MN
472,11213.81,18103,40.595097,-75.45915,Allentown,PA
473,11211.916,33160,25.941535,-80.13861,North Miami Beach,FL
474,11207.1695,33055,25.94422,-80.2773,Opa Locka,FL
475,11206.17,51106,42.466292,-96.35291,Sioux City,IA
476,11190.38,76039,32.858727,-97.08453,Euless,TX
477,11165.563,53402,42.767286,-87.79747,Racine,WI
478,11156.11,32404,30.188585,-85.56392,Panama City,FL
479,11138.05,19087,40.058808,-75.40069,Wayne,PA
480,11136.21,84120,40.688246,-111.99899,Salt Lake City,UT
481,11132.7605,20854,39.035028,-77.19995,Potomac,MD
482,11094.05,98902,46.595248,-120.53102,Yakima,WA
483,11051.036,79762,31.890374,-102.35398,Odessa,TX
484,11018.9335,47150,38.30382,-85.82522,New Albany,IN
485,11013.211,28560,35.119674,-77.01509,New Bern,NC
486,11008.3175,39212,32.234627,-90.26331,Jackson,MS
487,11002.21,25705,38.410745,-82.36995,Huntington,WV
488,10977.33,54302,44.505782,-87.97947,Green Bay,WI
489,10972.1015,94591,38.099119,-122.21035,Vallejo,CA
490,10960.86,48154,42.396194,-83.37161,Livonia,MI
491,10942.263,53110,42.948416,-87.86101,Cudahy,WI
492,10940.8885,33023,25.989119,-80.21318,Hollywood,FL
493,10938.791,52601,40.814207,-91.11911,Burlington,IA
494,10936.3795,99163,46.732705,-117.18648,Pullman,WA
495,10934.76,19026,39.949962,-75.30184,Drexel Hill,PA
496,10893.428,84041,41.07221,-111.97625,Layton,UT
497,10870.216,14217,42.968707,-78.8745,Buffalo,NY
498,10833.4555,68847,40.709895,-99.05499,Kearney,NE
499,10822.04,60031,42.375821,-87.93517,Gurnee,IL
500,10799.516,55379,44.776138,-93.52556,Shakopee,MN
501,10799.166,98408,47.209021,-122.44498,Tacoma,WA
502,10778.45,43230,40.039963,-82.87855,Columbus,OH
503,10778.08,50158,42.042506,-92.90646,Marshalltown,IA
504,10760.64,85301,33.534128,-112.1767,Glendale,AZ
505,10750.92,46322,41.549851,-87.45806,Highland,IN
506,10746.9535,12306,42.793326,-73.98942,Schenectady,NY
507,10742.0465,89031,36.256479,-115.16139,North Las Vegas,NV
508,10737.164,39560,30.356147,-89.16346,Long Beach,MS
509,10729.77,46060,40.050109,-85.99815,Noblesville,IN
510,10724.32,72801,35.278429,-93.13682,Russellville,AR
511,10713.578,94061,37.463911,-122.23396,Redwood City,CA
512,10712.4,60130,41.871331,-87.81235,Forest Park,IL
513,10660.163,50315,41.545089,-93.61904,Des Moines,IA
514,10647.064,28001,35.351477,-80.19879,Albemarle,NC
515,10622.532,44039,41.389546,-82.0046,North Ridgeville,OH
516,10613.4485,98503,47.027082,-122.80359,Lacey,WA
517,10592.18,30265,33.400875,-84.71206,Newnan,GA
518,10539.5145,48183,42.137071,-83.21446,Trenton,MI
519,10472.1375,46375,41.492085,-87.4519,Schererville,IN
520,10461.45,98027,47.522828,-122.02921,Issaquah,WA
521,10445.647,55434,45.164248,-93.2531,Minneapolis,MN
522,10443.79,53051,43.151183,-88.11034,Menomonee Falls,WI
523,10437.284,27237,35.467567,-79.165314,Cumnock,NC
524,10429.85,33024,26.023567,-80.23851,Hollywood,FL
525,10420.202,66212,38.959606,-94.68189,Shawnee Mission,KS
526,10388.1175,95123,37.244426,-121.83246,San Jose,CA
527,10368.14,43302,40.589747,-83.12173,Marion,OH
528,10357.685,60623,41.850232,-87.718,Chicago,IL
529,10349.5935,72756,36.342235,-94.07141,Rogers,AR
530,10346.3955,48307,42.662293,-83.12781,Rochester,MI
531,10313.811,13501,43.087669,-75.22681,Utica,NY
532,10301.68,7016,40.656302,-74.30371,Cranford,NJ
533,10285.26,28115,35.584157,-80.80258,Mooresville,NC
534,10258.33,37174,35.73062,-86.91144,Spring Hill,TN
535,10253.75,1867,42.52585,-71.10993,Reading,MA
536,10246.905,60438,41.565685,-87.54819,Lansing,IL
537,10237.6055,44512,41.032675,-80.66467,Youngstown,OH
538,10222.8775,73120,35.579488,-97.56496,Oklahoma City,OK
539,10198.0165,10701,40.943525,-73.88176,Yonkers,NY
540,10193.4685,50501,42.499242,-94.18256,Fort Dodge,IA
541,10192.95,49508,42.876661,-85.62856,Grand Rapids,MI
542,10166.8035,77506,29.705678,-95.20216,Pasadena,TX
543,10146.6035,13210,43.037166,-76.12653,Syracuse,NY
544,10142.308,21215,39.345456,-76.68038,Baltimore,MD
545,10128.415,50208,41.702148,-93.04467,Newton,IA
546,10119.85,92553,33.923243,-117.24211,Moreno Valley,CA
547,10104.8905,71901,34.506487,-93.01941,Hot Springs National Park,AR
548,10102.32,21136,39.470603,-76.81417,Reisterstown,MD
549,10081.924,44133,41.313758,-81.74204,North Royalton,OH
550,10074.76,55044,44.669564,-93.26654,Lakeville,MN
551,10026.62,87505,35.616662,-105.97926,Santa Fe,NM
552,10010.051,3246,43.557153,-71.43842,Laconia,NH
553,9994.637,43123,39.88628,-83.07989,Grove City,OH
554,9992.13,74012,36.045907,-95.80694,Broken Arrow,OK
555,9991.8,48135,42.324338,-83.3382,Garden City,MI
556,9963.055,97128,45.210104,-123.20747,Mcminnville,OR
557,9962.9345,80104,39.385141,-104.85962,Castle Rock,CO
558,9943.07,98226,48.759079,-122.43597,Bellingham,WA
559,9930.73,20151,38.889111,-77.4363,Chantilly,VA
560,9801.45,43615,41.6522,-83.67037,Toledo,OH
561,9716.818,80022,39.836586,-104.9039,Commerce City,CO
562,9702.7,30337,33.646984,-84.4538,Atlanta,GA
563,9700.7645,97224,45.406292,-122.78441,Portland,OR
564,9649.07,71854,33.428618,-93.99236,Texarkana,AR
565,9638.209,88001,32.300193,-106.76078,Las Cruces,NM
566,9633.06,10605,41.01002,-73.75158,White Plains,NY
567,9629.53,85351,33.60642,-112.28316,Sun City,AZ
568,9615.15,72301,35.150009,-90.17636,West Memphis,AR
569,9611.98,55445,45.112742,-93.3789,Minneapolis,MN
570,9607.36,94403,37.539686,-122.30266,San Mateo,CA
571,9599.166,18201,40.958434,-75.98519,Hazleton,PA
572,9596.233,33411,26.719596,-80.22077,West Palm Beach,FL
573,9573.17,83440,43.80991,-111.80942,Rexburg,ID
574,9494.1565,63141,38.662302,-90.45363,Saint Louis,MO
575,9481.2655,53151,42.980163,-88.09438,New Berlin,WI
576,9467.7155,46368,41.58327,-87.18154,Portage,IN
577,9441.61,38401,35.619784,-87.03565,Columbia,TN
578,9431.94,48640,43.605457,-84.27234,Midland,MI
579,9419.9135,78550,26.206602,-97.68776,Harlingen,TX
580,9378.8525,32765,28.656375,-81.21026,Oviedo,FL
581,9366.8,21403,38.946462,-76.48358,Annapolis,MD
582,9352.389,67846,37.976008,-100.82503,Garden City,KS
583,9335.23,90266,33.88898,-118.40535,Manhattan Beach,CA
584,9331.662,97405,44.004396,-123.12203,Eugene,OR
585,9316.4845,22102,38.938664,-77.22196,McLean,VA
586,9300.21,32259,30.092346,-81.60274,Jacksonville,FL
587,9296.42,37027,36.007373,-86.79121,Brentwood,TN
588,9291.48,70003,29.997168,-90.2138,Metairie,LA
589,9290.84,22025,#N/A,#N/A,#N/A,#N/A
590,9257.642,4901,44.554965,-69.61297,Waterville,ME
591,9232.35,60089,42.167638,-87.96393,Buffalo Grove,IL
592,9222.5445,95630,38.672127,-121.15783,Folsom,CA
593,9214.9,37421,35.028574,-85.15939,Chattanooga,TN
594,9185.0655,42420,37.825094,-87.56055,Henderson,KY
595,9183.978,70117,29.970404,-90.03036,New Orleans,LA
596,9181.1,73064,35.388059,-97.73626,Mustang,OK
597,9134.76,47302,40.164393,-85.38114,Muncie,IN
598,9111.91,43213,39.966814,-82.87413,Columbus,OH
599,9083.0085,33403,26.802139,-80.07032,West Palm Beach,FL
600,9076.687,97007,45.469079,-122.85602,Beaverton,OR
601,9068.019,58201,47.899217,-97.05896,Grand Forks,ND
602,9065.169,45014,39.330356,-84.55277,Fairfield,OH
603,9060.64,94583,37.75735,-121.95213,San Ramon,CA
604,9059.15,44145,41.454439,-81.92865,Westlake,OH
605,9055.537,92105,32.741256,-117.0951,San Diego,CA
606,9054.45,55378,44.761796,-93.3722,Savage,MN
607,9046.45,11795,40.713459,-73.3001,West Islip,NY
608,9041.2685,29203,34.066271,-81.02492,Columbia,SC
609,9017.583,14215,42.934757,-78.8118,Buffalo,NY
610,9015.56,60025,42.07672,-87.81922,Glenview,IL
611,9013.714,94044,37.613806,-122.48229,Pacifica,CA
612,8999.0455,45373,40.036525,-84.20629,Troy,OH
613,8998.438,72401,35.844795,-90.68443,Jonesboro,AR
614,8985.2605,63130,38.663951,-90.32348,Saint Louis,MO
615,8981.9,77340,30.680641,-95.50776,Huntsville,TX
616,8967.03,44136,41.312752,-81.83197,Strongsville,OH
617,8960.48,12180,42.731628,-73.66465,Troy,NY
618,8956.9925,55014,45.153516,-93.14463,Circle Pines,MN
619,8949.52,49783,46.460895,-84.32485,Sault Sainte Marie,MI
620,8924.2965,33710,27.788637,-82.72244,Saint Petersburg,FL
621,8917.894,83814,47.66655,-116.7757,Coeur D Alene,ID
622,8914.261,60409,41.614188,-87.54638,Calumet City,IL
623,8891.1,38138,35.088885,-89.80677,Germantown,TN
624,8873.69,21740,39.633946,-77.73025,Hagerstown,MD
625,8856.05,33134,25.753927,-80.27034,Miami,FL
626,8845.77,52402,42.021016,-91.65231,Cedar Rapids,IA
627,8827.8,26101,39.265408,-81.53706,Parkersburg,WV
628,8817.52,6512,41.276497,-72.87412,East Haven,CT
629,8801.58,30062,33.99605,-84.47464,Marietta,GA
630,8773.69,58701,48.19983,-101.28579,Minot,ND
631,8770.14,61701,40.477286,-88.99592,Bloomington,IL
632,8767.7605,93454,34.900809,-120.34876,Santa Maria,CA
633,8754.0605,21501,39.580691,-78.690593,Cumberland,MD
634,8714.96,33156,25.66558,-80.30688,Miami,FL
635,8672.326,85234,33.36344,-111.75093,Gilbert,AZ
636,8657.5505,11756,40.724883,-73.51739,Levittown,NY
637,8655.09,59601,46.588803,-112.04193,Helena,MT
638,8646.4225,60016,42.047178,-87.89058,Des Plaines,IL
639,8638.491,89015,36.030927,-114.96787,Henderson,NV
640,8612.402,30084,33.853853,-84.22036,Tucker,GA
641,8574.98,48505,43.062076,-83.69728,Flint,MI
642,8573.575,74133,36.04309,-95.88417,Tulsa,OK
643,8565.508,83402,43.497685,-112.07391,Idaho Falls,ID
644,8556.092,95062,36.9707,-121.99086,Santa Cruz,CA
645,8555.822,78207,29.423932,-98.5235,San Antonio,TX
646,8535.05,62205,38.6151,-90.12675,East Saint Louis,IL
647,8508.49,75217,32.72238,-96.67582,Dallas,TX
648,8505.08,65721,37.021086,-93.21541,Ozark,MO
649,8480.81,11580,40.673,-73.70346,Valley Stream,NY
650,8463.274,71111,32.552315,-93.70836,Bossier City,LA
651,8459.425,58501,46.83962,-100.7723,Bismarck,ND
652,8436.688,91761,34.036085,-117.6086,Ontario,CA
653,8423.31,96150,38.908741,-120.00992,South Lake Tahoe,CA
654,8402.786,95070,37.270543,-122.02305,Saratoga,CA
655,8369.8755,75088,32.897459,-96.5497,Rowlett,TX
656,8352.08,44256,41.139849,-81.85646,Medina,OH
657,8351.7225,95661,38.731976,-121.2531,Roseville,CA
658,8350.36,14120,43.048156,-78.86338,North Tonawanda,NY
659,8345.83,92054,33.202463,-117.36077,Oceanside,CA
660,8333.204,92404,34.14856,-117.26298,San Bernardino,CA
661,8331.0355,98042,47.363382,-122.11451,Kent,WA
662,8321.5515,98031,47.388461,-122.19644,Kent,WA
663,8313.774,93635,37.048385,-120.86983,Los Banos,CA
664,8292.9835,90405,34.009276,-118.47286,Santa Monica,CA
665,8280.064,60137,41.869779,-88.06285,Glen Ellyn,IL
666,8266.96,19013,39.84697,-75.37444,Chester,PA
667,8263.095,92677,33.531938,-117.7025,Laguna Niguel,CA
668,8260.1575,4005,43.480704,-70.45871,Biddeford,ME
669,8255.85,93309,35.340759,-119.06497,Bakersfield,CA
670,8232.448,21228,39.278056,-76.74002,Catonsville,MD
671,8231.822,97756,44.272796,-121.19173,Redmond,OR
672,8228.18,3301,43.213705,-71.53774,Concord,NH
673,8227.912,70364,29.626988,-90.72076,Houma,LA
674,8224.6565,61201,41.4903,-90.56956,Rock Island,IL
675,8223.4195,22901,38.072402,-78.50149,Charlottesville,VA
676,8177.07,21133,39.376372,-76.79916,Randallstown,MD
677,8153.6,80020,39.93404,-105.05454,Broomfield,CO
678,8139.6,28601,35.759932,-81.33012,Hickory,NC
679,8135.92,86301,34.589477,-112.44726,Prescott,AZ
680,8134.09,23464,36.799284,-76.17767,Virginia Beach,VA
681,8106.891,22204,38.860247,-77.09627,Arlington,VA
682,8069.02,44708,40.810931,-81.42142,Canton,OH
683,8067.83,35401,33.193818,-87.56843,Tuscaloosa,AL
684,8055.3685,18040,40.730182,-75.22349,Easton,PA
685,7997.642,36801,32.660497,-85.39917,Opelika,AL
686,7971.374,7031,40.791895,-74.13254,North Arlington,NJ
687,7970.75,97701,44.091256,-121.29769,Bend,OR
688,7915.7475,93117,34.443746,-119.94215,Goleta,CA
689,7912.21,75061,32.826729,-96.9614,Irving,TX
690,7881.294,68601,41.437838,-97.37192,Columbus,NE
691,7879.1005,85204,33.400127,-111.78594,Mesa,AZ
692,7871.91,2910,41.776867,-71.43672,Cranston,RI
693,7850.44,99352,46.279657,-119.28137,Richland,WA
694,7848.5585,17602,40.032664,-76.27575,Lancaster,PA
695,7844.79,76148,32.869384,-97.25123,Fort Worth,TX
696,7831.13,55345,44.915413,-93.48443,Minnetonka,MN
697,7816.86,28352,34.779227,-79.45745,Laurinburg,NC
698,7786.92,63114,38.702651,-90.36109,Saint Louis,MO
699,7753.316,27514,35.915083,-79.02939,Chapel Hill,NC
700,7747.958,40214,38.160936,-85.77624,Louisville,KY
701,7732.61,8857,40.397507,-74.3298,Old Bridge,NJ
702,7723.8675,6360,41.533848,-72.06232,Norwich,CT
703,7692.84,43402,41.388519,-83.65795,Bowling Green,OH
704,7685.8875,88220,32.408311,-104.29134,Carlsbad,NM
705,7679.9715,95501,40.793739,-124.16102,Eureka,CA
706,7661.6455,27203,35.686122,-79.82919,Asheboro,NC
707,7657.9625,44312,41.034156,-81.43944,Akron,OH
708,7645.26,75051,32.728982,-97.00428,Grand Prairie,TX
709,7630.01,48104,42.266805,-83.72297,Ann Arbor,MI
710,7620.43,30135,33.701554,-84.73756,Douglasville,GA
711,7617.44,53150,42.901235,-88.12464,Muskego,WI
712,7591.4175,80126,39.544549,-104.96808,Littleton,CO
713,7577.59,75057,33.04867,-96.99321,Lewisville,TX
714,7563.03,89502,39.499862,-119.77497,Reno,NV
715,7558.41,77520,29.74877,-94.94389,Baytown,TX
716,7552.1055,43017,40.109478,-83.12713,Dublin,OH
717,7531.59,80906,38.791242,-104.82492,Colorado Springs,CO
718,7527.986,20170,38.977109,-77.38527,Herndon,VA
719,7526.05,77590,29.395283,-94.91759,Texas City,TX
720,7520.5195,76117,32.805379,-97.27036,Haltom City,TX
721,7519.36,85704,32.32764,-110.98801,Tucson,AZ
722,7509.69,19143,39.944162,-75.22718,Philadelphia,PA
723,7505.51,95240,38.12463,-121.25039,Lodi,CA
724,7504.801,3839,43.267581,-70.98552,Rochester,NH
725,7497.171,48509,43.020176,-83.60433,Burton,MI
726,7454.277,32216,30.28374,-81.58359,Jacksonville,FL
727,7449.023,75460,33.660274,-95.55958,Paris,TX
728,7446.6475,48021,42.466086,-82.94641,Eastpointe,MI
729,7433.63,29624,34.478139,-82.6455,Anderson,SC
730,7425.5075,68104,41.292445,-96.0006,Omaha,NE
731,7401.9655,5701,43.617302,-72.96325,Rutland,VT
732,7398.6735,72209,34.674192,-92.35557,Little Rock,AR
733,7385.05,7079,40.74765,-74.25881,South Orange,NJ
734,7370.0245,77373,30.056394,-95.38961,Spring,TX
735,7338.79,1826,42.677772,-71.316,Dracut,MA
736,7338.6,20740,38.99756,-76.92577,College Park,MD
737,7338.47,16602,40.50217,-78.39121,Altoona,PA
738,7338.3905,74601,36.707393,-97.10167,Ponca City,OK
739,7336.56,6484,41.306396,-73.1292,Shelton,CT
740,7330.93,32174,29.284924,-81.10296,Ormond Beach,FL
741,7324.411,52001,42.515252,-90.6794,Dubuque,IA
742,7320.98,55060,44.07393,-93.22716,Owatonna,MN
743,7309.8805,79424,33.513337,-101.93239,Lubbock,TX
744,7300.166,32712,28.713173,-81.52359,Apopka,FL
745,7234.7615,66801,38.410549,-96.19736,Emporia,KS
746,7230.549,95207,38.004172,-121.3237,Stockton,CA
747,7225.794,78577,26.201284,-98.18619,Pharr,TX
748,7220.96,85338,33.430922,-112.38482,Goodyear,AZ
749,7217.7,78641,30.547001,-97.87006,Leander,TX
750,7189.16,55119,44.957315,-93.00616,Saint Paul,MN
751,7174.416,44221,41.141456,-81.47928,Cuyahoga Falls,OH
752,7173,90660,33.989013,-118.08912,Pico Rivera,CA
753,7159.41,63135,38.74785,-90.30258,Saint Louis,MO
754,7151.05,33952,26.993876,-82.09821,Port Charlotte,FL
755,7144.3975,28052,35.248787,-81.2142,Gastonia,NC
756,7135.64,70506,30.211901,-92.05912,Lafayette,LA
757,7089.42,7010,40.82154,-73.98949,Cliffside Park,NJ
758,7068.052,91104,34.169356,-118.12392,Pasadena,CA
759,7054.1285,85374,33.643508,-112.38502,Surprise,AZ
760,7052.47,20906,39.07737,-77.06433,Silver Spring,MD
761,7024.5665,77546,29.516873,-95.19472,Friendswood,TX
762,7019.3425,13021,42.922273,-76.55882,Auburn,NY
763,7000.3625,45503,39.94831,-83.78205,Springfield,OH
764,6999.865,44117,41.570344,-81.52726,Euclid,OH
765,6982.0705,91360,34.208837,-118.87348,Thousand Oaks,CA
766,6961.088,52302,42.042648,-91.58262,Marion,IA
767,6950.5285,27893,35.715315,-77.91989,Wilson,NC
768,6928.72,15601,40.298765,-79.54126,Greensburg,PA
769,6920.517,55432,45.095674,-93.25336,Minneapolis,MN
770,6919.01,99362,45.986775,-118.07919,Walla Walla,OR
771,6916.607,60540,41.764779,-88.14579,Naperville,IL
772,6905.7,23834,37.265403,-77.40438,Colonial Heights,VA
773,6892.2935,60505,41.756129,-88.29699,Aurora,IL
774,6888.6635,1450,42.609887,-71.55722,Groton,MA
775,6879.05,11572,40.636286,-73.6374,Oceanside,NY
776,6863.95,8046,40.029011,-74.88257,Willingboro,NJ
777,6862.892,29577,33.698101,-78.89604,Myrtle Beach,SC
778,6858.9795,22980,38.076547,-78.89839,Waynesboro,VA
779,6832.8845,30501,34.306643,-83.82352,Gainesville,GA
780,6813.92,3079,42.792456,-71.21316,Salem,NH
781,6803.79,48187,42.33087,-83.47575,Canton,MI
782,6775.764,30188,34.108027,-84.4843,Woodstock,GA
783,6765.24,37042,36.58068,-87.4056,Clarksville,TN
784,6757.1,33971,26.60599,-81.70296,Lehigh Acres,FL
785,6743.118,30144,34.038949,-84.59706,Kennesaw,GA
786,6725.02,4011,43.8992,-69.95894,Brunswick,ME
787,6714.94,20707,39.098475,-76.86571,Laurel,MD
788,6714.885,98373,47.147862,-122.31864,Puyallup,WA
789,6704.18,55441,45.001997,-93.42421,Minneapolis,MN
790,6696.05,21117,39.419105,-76.78388,Owings Mills,MD
791,6689.444,94086,37.378341,-122.02398,Sunnyvale,CA
792,6688.11,35160,33.415449,-86.10908,Talladega,AL
793,6674.2325,27604,35.814572,-78.58348,Raleigh,NC
794,6673.3435,73703,36.402666,-97.92836,Enid,OK
795,6667.972,83642,43.609434,-116.39642,Meridian,ID
796,6654.11,50265,41.570916,-93.73568,West Des Moines,IA
797,6652.25,80134,39.508608,-104.78031,Parker,CO
798,6624.28,83501,46.388753,-116.98484,Lewiston,ID
799,6620.7155,94043,37.40679,-122.07461,Mountain View,CA
800,6615.9295,48127,42.335687,-83.28332,Dearborn Heights,MI
801,6608.24,7094,40.7885,-74.06,Secaucus,NJ
802,6606.88,68701,42.026209,-97.41741,Norfolk,NE
803,6598.28,92374,34.063264,-117.16888,Redlands,CA
804,6578.819,55128,44.985792,-92.96532,Saint Paul,MN
805,6576.69,35216,33.420558,-86.78489,Birmingham,AL
806,6545.1405,60510,41.845228,-88.30995,Batavia,IL
807,6543.65,77381,30.17873,-95.5021,Spring,TX
808,6497.589,95695,38.697238,-121.80944,Woodland,CA
809,6476.0005,54703,44.82961,-91.50521,Eau Claire,WI
810,6474.5765,11725,40.841522,-73.28001,Commack,NY
811,6459.03,48073,42.518635,-83.16357,Royal Oak,MI
812,6453.985,12208,42.654978,-73.80053,Albany,NY
813,6436.05,84067,41.173226,-112.05093,Roy,UT
814,6430.23,64804,37.047161,-94.51124,Joplin,MO
815,6427.3975,39503,30.461786,-89.10381,Gulfport,MS
816,6408.43,3101,42.989984,-71.46376,Manchester,NH
817,6401.327,93010,34.231754,-119.05258,Camarillo,CA
818,6391.02,75056,33.081421,-96.88957,The Colony,TX
819,6357.0785,60107,42.023977,-88.17657,Streamwood,IL
820,6345.75,39208,32.280746,-90.10708,Jackson,MS
821,6320.9485,15235,40.459518,-79.83277,Pittsburgh,PA
822,6305.365,38109,35.050286,-90.07523,Memphis,TN
823,6268.507,28144,35.679639,-80.46645,Salisbury,NC
824,6260.0625,20735,38.753264,-76.89913,Clinton,MD
825,6258.6355,10583,40.98845,-73.79716,Scarsdale,NY
826,6251.14,34142,26.398248,-81.39325,Immokalee,FL
827,6231.13,37311,35.146362,-84.88723,Cleveland,TN
828,6174.609,44107,41.480881,-81.80036,Lakewood,OH
829,6161.79,60067,42.10979,-88.04917,Palatine,IL
830,6149.978,24153,37.288807,-80.07821,Salem,VA
831,6139.77,62002,38.906065,-90.15909,Alton,IL
832,6137.912,80013,39.659105,-104.7791,Aurora,CO
833,6125.45,33461,26.621145,-80.08976,Lake Worth,FL
834,6116.789,10550,40.907607,-73.83709,Mount Vernon,NY
835,6100.65,22124,38.88619,-77.32402,Oakton,VA
836,6096.9335,37620,36.561341,-82.16869,Bristol,TN
837,6094.27,52722,41.551883,-90.48975,Bettendorf,IA
838,6088.912,30161,34.253343,-85.15312,Rome,GA
839,6088.305,19406,40.092941,-75.37525,King Of Prussia,PA
840,6084.134,50701,42.473536,-92.36382,Waterloo,IA
841,6083.5485,55066,44.539036,-92.53637,Red Wing,MN
842,6074.4,95336,37.812815,-121.21416,Manteca,CA
843,6069.008,22153,38.745164,-77.23535,Springfield,VA
844,6065.3115,21208,39.376879,-76.7287,Pikesville,MD
845,6052.608,37804,35.781607,-83.93591,Maryville,TN
846,6038.276,66502,39.184986,-96.56932,Manhattan,KS
847,6021.7065,45040,39.344258,-84.3152,Mason,OH
848,6016.22,38637,34.959171,-90.04093,Horn Lake,MS
849,6010.859,92008,33.158137,-117.32646,Carlsbad,CA
850,5999.96,32303,30.486061,-84.31528,Tallahassee,FL
851,5992.145,84663,40.168205,-111.59577,Springville,UT
852,5976.83,78521,25.918758,-97.42739,Brownsville,TX
853,5973.3555,29418,32.879529,-80.05911,North Charleston,SC
854,5956.15,53214,43.020363,-88.01273,Milwaukee,WI
855,5953.39,60035,42.181875,-87.80956,Highland Park,IL
856,5906.93,36067,32.488113,-86.52962,Prattville,AL
857,5889.45,93277,36.311,-119.32637,Visalia,CA
858,5887.59,29483,33.034586,-80.18599,Summerville,SC
859,5887.104,60056,42.065427,-87.93621,Mount Prospect,IL
860,5865.4385,77301,30.313308,-95.45085,Conroe,TX
861,5859.25,2151,42.416247,-71.00525,Revere,MA
862,5846.22,48239,42.379436,-83.29105,Redford,MI
863,5845.4005,32720,29.021782,-81.33352,Deland,FL
864,5835.1575,78415,27.727083,-97.4289,Corpus Christi,TX
865,5823.6965,11758,40.68085,-73.46289,Massapequa,NY
866,5807.885,62223,38.55615,-90.05078,Belleville,IL
867,5788.78,92563,33.571185,-117.15362,Murrieta,CA
868,5761.31,19057,40.142059,-74.85821,Levittown,PA
869,5759.36,92530,33.675893,-117.34946,Lake Elsinore,CA
870,5755.7685,90805,33.865916,-118.18362,Long Beach,CA
871,5752.809,76031,32.343115,-97.40081,Cleburne,TX
872,5731.848,84118,40.650496,-111.99591,Salt Lake City,UT
873,5718.07,97801,45.665146,-118.789,Pendleton,OR
874,5689.26,2457,42.180048,-71.08923,Babson Park,MA
875,5688.05,2703,41.928099,-71.31456,Attleboro,MA
876,5685.481,98072,47.758786,-122.10205,Woodinville,WA
877,5683.517,39056,32.347295,-90.33224,Clinton,MS
878,5673.6235,28079,35.105208,-80.62098,Indian Trail,NC
879,5662.4565,47362,39.92698,-85.3697,New Castle,IN
880,5636.2185,72113,34.854746,-92.39981,Maumelle,AR
881,5634.3525,8861,40.520105,-74.27708,Perth Amboy,NJ
882,5621.96,33458,26.928035,-80.11803,Jupiter,FL
883,5597.299,60453,41.715082,-87.7546,Oak Lawn,IL
884,5581.63,55433,45.163848,-93.3195,Minneapolis,MN
885,5554.941,75028,33.033214,-97.05965,Flower Mound,TX
886,5535.18,24501,37.390209,-79.16132,Lynchburg,VA
887,5518.242,97005,45.49106,-122.80359,Beaverton,OR
888,5514.73,29730,34.914611,-81.0125,Rock Hill,SC
889,5511.16,75116,32.658384,-96.91265,Duncanville,TX
890,5486.1815,97035,45.41387,-122.72492,Lake Oswego,OR
891,5481.463,92307,34.538622,-117.17729,Apple Valley,CA
892,5473.4385,80112,39.579454,-104.88288,Englewood,CO
893,5461.8005,97420,43.357357,-124.21086,Coos Bay,OR
894,5460.4445,92704,33.724167,-117.90623,Santa Ana,CA
895,5457.36,49017,42.35714,-85.20257,Battle Creek,MI
896,5446.386,7628,40.945173,-73.99342,Dumont,NJ
897,5426.6705,26554,39.470949,-80.13936,Fairmont,WV
898,5416.12,48180,42.231788,-83.26481,Taylor,MI
899,5403.75,1776,42.38532,-71.42989,Sudbury,MA
900,5397.19,56560,46.861413,-96.75367,Moorhead,MN
901,5389.036,19464,40.253496,-75.63481,Pottstown,PA
902,5367.91,95404,38.457611,-122.69317,Santa Rosa,CA
903,5364.8,73110,35.459478,-97.39721,Oklahoma City,OK
904,5364.383,20901,39.020359,-77.0115,Silver Spring,MD
905,5311.973,2478,42.391546,-71.17471,Belmont,MA
906,5311.958,91767,34.080143,-117.73861,Pomona,CA
907,5303.133,48101,42.254788,-83.21027,Allen Park,MI
908,5285.12,76543,31.113828,-97.69246,Killeen,TX
909,5284.568,50010,42.02933,-93.60966,Ames,IA
910,5276.69,27529,35.679194,-78.60246,Garner,NC
911,5266.97,23602,37.115698,-76.5183,Newport News,VA
912,5216.64,34761,28.574628,-81.52946,Ocoee,FL
913,5191.52,66048,39.298776,-94.93555,Leavenworth,KS
914,5186.1705,88101,34.432846,-103.22589,Clovis,NM
915,5185.25,63043,38.725331,-90.44451,Maryland Heights,MO
916,5163.17,35601,34.595332,-86.98786,Decatur,AL
917,5162.5635,32780,28.564077,-80.81695,Titusville,FL
918,5160.69,48227,42.388786,-83.1918,Detroit,MI
919,5154.0555,97321,44.635395,-123.0896,Albany,OR
920,5145.31,33511,27.911201,-82.2948,Brandon,FL
921,5141.02,72032,35.075467,-92.43401,Conway,AR
922,5137.7855,44070,41.415097,-81.91436,North Olmsted,OH
923,5134.83,18504,41.414979,-75.6879,Scranton,PA
924,5111.07,75002,33.092846,-96.62447,Allen,TX
925,5105.073,91941,32.761801,-117.01273,La Mesa,CA
926,5103.5705,95037,37.137595,-121.66211,Morgan Hill,CA
927,5090.685,15234,40.369619,-80.01831,Pittsburgh,PA
